time,angle
5.33,57.25
6.2,55.88
7.1,54.64
7.97,53.83
8.83,53.06
9.7,51.72
10.57,50.81
11.43,50.2
12.3,49.13
13.17,48.27
14.0,47.8
14.87,47.12
15.73,46.4
16.57,45.54
17.43,45.31
18.3,44.46
19.13,44.05
20.0,43.32
20.83,42.75
21.7,41.85
22.53,41.33
23.37,40.56
24.23,40.38
25.07,39.66
25.93,39.02
26.77,38.75
27.6,38.11
28.43,37.4
29.3,37.06
30.13,36.9
30.97,36.4
31.8,35.75
32.67,35.45
33.5,35.14
34.33,35.08
35.16,34.73
36.0,34.42
36.83,33.96
37.66,33.32
38.5,32.78
39.33,32.07
40.16,31.75
41.0,31.55
41.83,31.29
42.66,31.03
43.5,30.77
44.33,30.31
45.16,30.01
46.0,29.99
46.83,29.59
47.66,29.22
48.5,29.09
49.33,28.91
50.16,28.49
50.96,27.98
51.8,27.82
52.63,27.72
53.46,27.18
54.3,26.77
55.13,26.55
55.96,26.46
56.76,26.19
57.6,26.11
58.43,26.0
59.26,25.7
60.1,25.2
60.9,25.13
61.73,24.73
62.56,24.36
63.4,24.17
64.2,23.59
65.03,23.74
65.86,23.27
66.7,22.77
67.5,22.77
68.33,22.4
69.16,22.36
69.96,22.14
70.8,21.86
71.63,21.79
72.43,21.67
73.26,21.64
74.1,21.41
74.9,21.22
75.73,21.11
76.56,20.75
77.36,20.54
78.19,20.24
79.02,19.9
79.82,19.79
80.66,19.7
81.46,19.41
82.29,19.32
83.12,19.09
83.92,19.1
84.76,18.86
85.56,18.58
86.39,18.53
87.22,18.45
88.02,18.14
88.86,18.16
89.66,17.96
90.49,17.75
91.29,17.39
92.12,17.15
92.92,16.78
93.76,16.63
94.59,16.35
95.39,16.16
96.22,15.89
97.02,15.71
97.86,15.94
98.66,15.82
99.49,15.66
100.29,15.38
101.12,15.28
101.92,15.16
102.76,14.96
103.56,14.72
104.39,14.62
105.19,14.4
106.02,14.41
106.82,14.09
107.65,13.9
108.45,13.89
109.29,14.05
110.09,13.49
110.92,13.21
111.72,13.33
112.55,13.05
113.35,13.14
114.19,12.6
114.99,12.61
115.82,12.41
116.62,12.53
117.42,12.47
118.25,12.28
119.05,12.1
119.89,11.9
120.69,11.6
121.52,11.66
122.32,11.69
123.12,11.44
123.95,11.37
124.75,11.05
125.59,10.82
126.39,10.62
127.22,10.6
128.02,10.33
128.82,10.21
129.65,10.18
130.45,10.25
131.29,10.1
132.09,10.31
132.89,9.97
133.72,9.84
134.52,9.77
135.35,9.57
136.15,9.33
136.99,9.24
137.79,9.11
138.59,9.06
139.42,8.95
140.22,8.83
141.02,8.55
141.85,8.47
142.65,8.34
143.49,8.23
144.29,8.09
145.09,7.96
145.92,8.06
146.72,7.95
147.55,8.15
148.35,7.99
149.15,7.87
149.99,7.71
150.79,7.76
151.59,7.65
152.42,7.69
153.22,7.35
154.05,7.14
154.85,7.2
155.65,6.87
156.49,6.81
157.29,6.82
158.09,6.56
158.92,6.62
159.72,6.31
160.52,6.22
161.35,6.18
162.15,6.22
162.99,6.01
163.79,5.78
164.59,5.54
165.42,5.47
166.22,5.47
167.02,5.54
167.85,5.43
168.65,5.47
169.45,5.17
170.29,5.17
171.09,5.09
171.89,5.1
172.72,4.92
173.52,4.78
174.32,4.47
175.15,4.49
175.95,4.7
176.75,4.53
177.58,4.44
178.38,4.23
179.18,4.37
180.02,4.4
180.82,4.54
181.62,4.15
182.45,3.96
183.25,3.91
184.05,3.97
184.85,4.09
185.68,4.09
186.48,3.69
187.28,3.7
188.12,3.74
188.92,3.67
189.72,3.46
190.55,3.56
191.35,3.55
192.15,3.38
192.98,3.16
193.78,3.27
194.58,3.03
195.42,2.93
196.22,2.78
197.02,2.89
197.85,2.86
